type,name,iso_region,municipality,i94port,coordinate1,coordinate2
small_airport,Hancock Airport,US-MI,Buchanan,6MI6,-86.43609619140625,41.85279846191406
small_airport,J P's Field,US-MI,Zeeland,6MI7,-85.93419647216797,42.80609893798828
heliport,Omans Heliport,US-MI,Almont,6MI8,-83.06189727783203,42.91889953613281
heliport,Jr North Heliport,US-MI,Long Lake,6MI9,-83.92919921875,44.41529846191406
small_airport,Sky Blue Airfield,US-MN,Ponsford,6MN0,-95.423103,47.055599
closed,Chuck West Memorial Heliport,US-MN,Evansville,,-95.681198,46.010201
closed,Brown's Private Airport,US-MN,Hancock,,-95.779502,45.545502
heliport,Hopkins Police Heliport,US-MN,Hopkins,6MN3,-93.41690063476562,44.91659927368164
seaplane_base,North Center Lake Seaplane Base,US-MN,Lindstrom,6MN4,-92.83159637451172,45.39720153808594
seaplane_base,Gale's Seaplane Base,US-MN,French Lake,6MN5,-94.1624984741211,45.207698822021484
seaplane_base,Goose Lake Seaplane Base,US-MN,Waconia,6MN6,-93.84210205078125,44.88750076293945
small_airport,Mankato Farmstrip Airport,US-MN,Mankato,6MN7,-93.91690063476562,44.099998474121094
small_airport,Underland Airstrip,US-MN,Medford,6MN8,-93.27239990234375,44.1526985168457
small_airport,Benson Airport,US-MN,White Bear Township,6MN9,-92.99600219726562,45.116600036621094
small_airport,Blackhawk Airport,US-MO,Old Monroe,6MO0,-90.8147964477539,38.95560073852539
small_airport,Markt Air Strip,US-MO,Oregon,6MO1,-95.06690216064453,39.96670150756836
small_airport,Ste Genevieve Flying Club Airport,US-MO,Ste Genevieve,6MO2,-90.03340148925781,37.98619842529297
small_airport,Flying 'E' Airport,US-MO,Houston,6MO3,-92.12830352783203,37.34920120239258
small_airport,Wixted Airport,US-MO,Osceola,6MO4,-93.78350067138672,38.04169845581055
heliport,Perry County Memorial Hospital Heliport,US-MO,Perryville,6MO5,-89.86530303955078,37.732200622558594
small_airport,Winter Field,US-MO,Owensville,6MO6,-91.51679992675781,38.33340072631836
small_airport,Riverside Landings Airport,US-MO,Ozark,6MO7,-93.16680145263672,37.02920150756836
small_airport,Brazeale Farm Airport,US-MO,Paris,6MO8,-92.06680297851562,39.4833984375
small_airport,West Aero Ranch Airport,US-MO,Peculiar,6MO9,-94.47380065917969,38.700599670410156
small_airport,Woodbridge Airport,US-MS,Brandon,6MS1,-89.9697036743164,32.4557991027832
small_airport,Wells Farm Airport,US-MS,Crystal Springs,6MS2,-90.335361,31.983861
heliport,South Central Regional Medical Center Heliport,US-MS,Laurel,6MS4,-89.141401,31.684899
small_airport,Kaehr Airport,US-MS,Brandon,6MS6,-89.896952,32.401461
small_airport,Flying Shamrock Airport,US-MO,Mexico,6MU4,-91.72540283203125,39.03779983520508
small_airport,Craddock Field,US-MO,Licking,6MU9,-91.96520233154297,37.5348014831543
heliport,East 34th Street Heliport,US-NY,New York,6N5,-73.97209930419922,40.74259948730469
seaplane_base,Evers Seaplane Base,US-NY,New York,6N6,-73.81620025634766,40.84590148925781
seaplane_base,New York Skyports Inc Seaplane Base,US-NY,New York,6N7,-73.9729,40.734001
small_airport,Eagles Nest Airport,US-NC,Potters Hill,6N9,-77.69830322265625,34.98210144042969
small_airport,Strom Private Airport,US-ND,Columbus,6NA0,-102.73799896240234,48.993099212646484
small_airport,South Hector Airstrip,US-ND,Fargo,6NA2,-96.80370330810547,46.79249954223633
small_airport,Chase Airstrip,US-ND,Hebron,6NA5,-102.00900268554688,46.91279983520508
small_airport,Marsh Brothers Airstrip,US-ND,Newburg,6NA6,-100.97799682617188,48.61920166015625
small_airport,Kersten Brothers Airport,US-ND,Newburg,6NA7,-100.9219970703125,48.73030090332031
small_airport,Cox-Grantham Airfield,US-NC,Grantham,6NC0,-78.18000030517578,35.289100646972656
small_airport,Little Mountain Airport,US-NC,Denver,6NC1,-81.07939910888672,35.59170150756836
small_airport,Wilhelm Airport,US-NC,Kannapolis,6NC2,-80.55809783935547,35.511199951171875
small_airport,Eastover Air Ranch Airport,US-NC,Fayetteville,6NC3,-78.77220153808594,35.08639907836914
small_airport,Brown STOLport,US-NC,Taylorsville,6NC4,-81.1395034790039,35.90570068359375
small_airport,Thompson Farms Airport,US-NC,Whitakers,6NC5,-77.66190338134766,36.01789855957031
heliport,North Carolina Helicopters Heliport,US-NC,Gastonia,6NC6,-81.24700164794922,35.28219985961914
small_airport,Circle P Farm Airport,US-NC,Newport,6NC7,-76.90609741210938,34.751399993896484
small_airport,Marchmont Plantation Airpark,US-NC,Advance,6NC8,-80.3844985961914,35.938201904296875
small_airport,Moss Hill Airport,US-NC,Kinston,6NC9,-77.75050354003906,35.20209884643555
small_airport,Larson Airport,US-ND,Fullerton,6ND2,-98.38790130615234,46.2588996887207
small_airport,Lisburg Airport,US-ND,Argusville,6ND3,-96.94059753417969,47.069698333740234
small_airport,Fugleberg Farm Airport,US-ND,Portland,6ND6,-97.55039978027344,47.516700744628906
small_airport,Skinningsrud Airport,US-ND,Berthold,6ND9,-101.76399993896484,48.392799377441406
small_airport,Van Boening Airport,US-NE,Wallace,6NE0,-101.16600036621094,40.78689956665039
heliport,Jan Pad Heliport,US-NE,Lincoln,6NE5,-96.56829833984375,40.83330154418945
small_airport,Lee Field,US-NE,Bartley,6NE7,-100.33799743652344,40.24440002441406
small_airport,Hoppy's Airport,US-NE,Benkelman,6NE8,-101.56900024414062,40.08689880371094
small_airport,Hoesel Airport,US-NE,Callaway,6NE9,-99.88790130615234,41.26810073852539
small_airport,Lentine South Airport,US-NJ,Warren Grove,6NJ0,-74.37740325927734,39.78710174560547
small_airport,Vliet Airport,US-NJ,Washington,6NJ1,-74.95680236816406,40.74039840698242
heliport,Tamarack Flyers Heliport,US-NJ,Branchville,6NJ2,-74.71320343017578,41.154300689697266
heliport,Wayne Office Helistop,US-NJ,Wayne,6NJ3,-74.2509994506836,40.97930145263672
heliport,Griffin Associates Heliport,US-NJ,Moorestown,6NJ4,-74.91960144042969,39.97209930419922
heliport,Lincoln Tunnel Heliport,US-NJ,Weehawken,6NJ5,-74.0238037109375,40.76449966430664
heliport,185 Monmouth Parkway Associates Helistop,US-NJ,West Long Branch,6NJ6,-74.02539825439453,40.30009841918945
seaplane_base,Greenwood Lake Seaplane Base,US-NJ,West Milford,6NJ7,-74.33429718017578,41.18009948730469
small_airport,Lance Airport,US-NJ,Whitehouse Station,6NJ8,-74.79129791259766,40.591800689697266
small_airport,Bridgeport-Cahill Field,US-NJ,Bridgeport,6NJ9,-75.37460327148438,39.79180145263672
small_airport,Syracuse Suburban Airport,US-NY,Syracuse,6NK,-76.1781005859375,43.26499938964844
small_airport,Knapp Airport,US-NY,Schenevus,6NK0,-74.82080078125,42.62919998168945
small_airport,Casey's Airport,US-NY,Warsaw,6NK1,-78.17559814453125,42.75640106201172
small_airport,Meerwarth Airport,US-NY,White Creek,6NK2,-73.33470153808594,42.950599670410156
heliport,North Shore University Hospital Nr 2 Heliport,US-NY,Manhasset,6NK3,-73.7052993774414,40.76940155029297
small_airport,Ttt Air Airport,US-NY,North Collins,6NK4,-78.96890258789062,42.597801208496094
heliport,Erie County Medical Center Heliport,US-NY,Buffalo,6NK5,-78.83280181884766,42.926700592041016
heliport,New York State D.E.C. Indian Lake Heliport,US-NY,Indian Lake,6NK6,-74.26329803466797,43.76810073852539
heliport,Computer Associates Heliport,US-NY,Islandia,6NK7,-73.17579651,40.81219864
small_airport,Flying K Airport,US-NY,Oneida,6NK8,-76.6405029296875,43.00979995727539
heliport,Cec Heliport,US-NY,Marcy,6NK9,-75.22779846191406,43.17720031738281
small_airport,Old Port Royal Airport,US-NY,Corning,6NY1,-77.08940124511719,42.11289978027344
small_airport,Omni Airpark,US-NY,Horseheads,6NY2,-76.8469009399414,42.231998443603516
small_airport,Airy-Acres Airport,US-NY,Interlaken,6NY3,-76.72969818115234,42.64400100708008
small_airport,West Township Airport,US-NY,Knox,6NY4,-74.15509796142578,42.700401306152344
heliport,Mary Immaculate Hospital Heliport,US-NY,Jamaica Queens,6NY5,-73.80460357666016,40.70539855957031
seaplane_base,Firemans White Lake Seaplane Base,US-NY,Kauneonga Lake,6NY6,-74.83159637451172,41.68429946899414
small_airport,Piolis Brookside Airport,US-NY,Kerhonkson,6NY7,-74.33290100097656,41.86539840698242
heliport,IBM Kingston Plant Heliport,US-NY,Kingston,6NY8,-73.99739837646484,41.9734001159668
heliport,Health Alliance Mary's Avenue Heliport,US-NY,Kingston,6NY9,-73.999603,41.920898
small_airport,Sky Wagon Ranch Airport,US-OR,Klamath Falls,6OG3,-121.531633,42.130283
heliport,Mercy Medical Center Heliport,US-OH,Springfield,6OH0,-83.7916030883789,39.95840072631836
small_airport,Missler-Bellevue Airport,US-OH,Bellevue,6OH1,-82.8666000366211,41.28620147705078
heliport,Craighead Heliport,US-OH,Novelty,6OH2,-81.27570343017578,41.44729995727539
closed,R C Ford Field,US-OH,Berkey,,-83.828796,41.705101
small_airport,Aring Field,US-OH,Bowling Green,6OH4,-83.55829620361328,41.3583984375
heliport,Connor Heliport,US-OH,Powell,6OH5,-83.05419921875,40.162498474121094
small_airport,Shelton Airport,US-OH,Bowling Green,6OH6,-83.54740142822266,41.364498138427734
small_airport,Nietz Airport,US-OH,Bowling Green,6OH7,-83.67970275878906,41.412601470947266
heliport,Rmz Heliport,US-OH,Newberry,6OH8,-81.2593002319336,41.50170135498047
small_airport,Kemps Field of Dreams Airport,US-OH,Covington,6OH9,-84.39990234375,40.105899810791016
closed,Derecsky Airport,US-OH,Auburn Center,,-81.257301,41.3759
heliport,Marion General Hospital Heliport,US-OH,Marion,6OI4,-83.12909698486328,40.57120132446289
small_airport,Mitchell Airport,US-OH,Plain City,6OI5,-83.21800231933594,40.137298583984375
heliport,Toledo Hospital Heliport,US-OH,Toledo,6OI6,-83.59490203857422,41.67169952392578
heliport,Cleveland Clinic Foundation Heliport,US-OH,Cleveland,6OI8,-81.6386833,41.5018056
heliport,Red Roof Inns Heliport,US-OH,Columbus,6OI9,-83.1270980834961,40.05009841918945
small_airport,White Airport,US-OK,Kingfisher,6OK0,-97.95890045166016,35.89139938354492
small_airport,John Reid Airport,US-OK,Tahlequah,6OK1,-95.00299835205078,36.00149917602539
small_airport,Redhills Airport,US-OK,Chickasha,6OK2,-97.89530181884766,35.062801361083984
small_airport,Pinson's Cottonpatch Airport,US-OK,Tipton,6OK3,-99.13150024414062,34.47480010986328
heliport,Hillcrest Medical Center Heliport,US-OK,Tulsa,6OK4,-95.96690368652344,36.14590072631836
closed,Cary Ranch Airport,US-OK,Reydon,,-99.929397,35.628601
small_airport,Earl Henry Airport,US-OK,Blackwell,6OK6,-97.3170013428,36.7958984375
small_airport,Cochran Ranch Airport,US-OK,Atoka,6OK7,-95.86299896240234,34.59590148925781
small_airport,Lasley Private Airport,US-OK,Eakly,6OK8,-98.57119750976562,35.359500885009766
small_airport,Mulberry Hill Airport,US-OK,Stillwater,6OK9,-96.94229889,36.14170074
small_airport,Grells Airport,US-OR,Tangent,6OR0,-123.09100341796875,44.529701232910156
small_airport,Pointers Airport,US-OR,The Dalles,6OR1,-121.27200317382812,45.57210159301758
small_airport,Chenoweth Airpark,US-OR,The Dalles,6OR2,-121.27100372314453,45.611000061035156
heliport,Tillamook County General Hospital Heliport,US-OR,Tillamook,6OR3,-123.85399627685547,45.45539855957031
small_airport,Tailwheel Airport,US-OR,Prineville,6OR4,-120.794741944,44.2731825
heliport,Meridian Park Hospital Heliport,US-OR,Tualatin,6OR5,-122.739767432,45.3780192213
small_airport,Wonder Airport,US-OR,Wonder,6OR6,-123.53500366210938,42.39149856567383
small_airport,Schmidt Airport,US-OR,Boring,6OR7,-122.32099914550781,45.45289993286133
small_airport,Holce & Oblack Airport,US-OR,Birkenfield,6OR8,-123.3499984741211,45.971500396728516
small_airport,Reds Wallowa Horse Ranch Airport,US-OR,Enterprise,6OR9,-117.6259994506836,45.34149932861328
small_airport,Waunakee Airport,US-WI,Waunakee,6P3,-89.45130157470703,43.1786994934082
small_airport,Myer Airport,US-PA,Milford,6PA0,-74.93289947509766,41.350101470947266
small_airport,Tower Airfield,US-PA,North Washington,6PA1,-79.57980346679688,40.51029968261719
heliport,Somerset Hospital Heliport,US-PA,Somerset,6PA2,-79.0781021118164,40.00699996948242
small_airport,Hackenburg-Penny Hill Airport,US-PA,Montoursville,6PA3,-76.89969635009766,41.15010070800781
small_airport,Scandia Air Park,US-PA,Russell,6PA4,-79.0342025756836,41.930599212646484
small_airport,Botsford Aerodrome,US-PA,Shippensburg,6PA5,-77.4542007446289,40.113399505615234
small_airport,Air Haven Airport,US-PA,Moscow,6PA6,-75.48300170898438,41.350101470947266
small_airport,Berwick Airport,US-PA,Berwick,6PA7,-76.21630096435547,41.06949996948242
small_airport,Tall Pines Airfield,US-PA,Lock Haven,6PA8,-77.44080352783203,41.20140075683594
small_airport,Shangri La Airport,US-PA,Burnham,6PA9,-77.47470092773438,40.68560028076172
heliport,Lgh-Women and Babies Hospital Heliport,US-PA,Lancaster,6PN2,-76.35060119628906,40.064998626708984
heliport,Port Meadville Heliport,US-PA,Meadville,6PN3,-80.1709976196289,41.5973014831543
heliport,Pocono Mountain Heliport,US-PA,Mount Pocono,6PN4,-75.31559753417969,41.08919906616211
small_airport,Sam's Field,US-PA,Bradford,6PN5,-78.62889862060547,41.907501220703125
heliport,Henke Heliport,US-PA,Pittsburgh,6PN6,-80.30000305175781,40.38330078125
heliport,Moyer Heliport,US-PA,Pocono Lake,6PN7,-75.58080291748047,41.10029983520508
heliport,Posh Heliport,US-PA,Bethlehem,6PN8,-75.33300018310547,40.64590072631836
small_airport,Mc Donald's Airport,US-PA,Brandonville,6PN9,-76.153503418,40.886199951200005
heliport,Ellwood City Hospital Heliport,US-PA,Ellwood City,6PS0,-80.27619934082031,40.8672981262207
heliport,Stouffers Heliport,US-PA,King of Prussia,6PS2,-75.40799713134766,40.089298248291016
small_airport,Champ Field,US-PA,Knoxville,6PS3,-77.42610168457031,41.95899963378906
heliport,Riddle Memorial Hospital Heliport,US-PA,Media,6PS4,-75.43160247802734,39.912899017333984
heliport,Pir Heliport,US-PA,Nazareth,6PS5,-75.31990051269531,40.72679901123047
heliport,North Middlesex Heliport,US-PA,Carlisle,6PS6,-77.136469,40.257333
small_airport,Tyler Airport,US-PA,New Milford,6PS8,-75.698783,41.816719
heliport,Allied Signal Heliport,US-PA,Pottsville,6PS9,-76.23490142822266,40.6786994934082
heliport,Columbia Heliport,US-CA,Columbia,6Q0,-120.41200256347656,38.03459930419922
small_airport,Welsh Airport,US-LA,Welsh,6R1,-92.82929992675781,30.241899490356445
closed,Bird's Nest Airport,US-TX,Austin,6R4,-97.56729888919999,30.3966007233
small_airport,Alvin Airpark,US-TX,Alvin,6R5,-95.28910064697266,29.41550064086914
small_airport,Old Harbor Airport,US-AK,Old Harbor,6R7,-153.27000427246094,57.218101501464844
small_airport,Davis Airport,US-OR,Gates,6S4,-122.4209976196289,44.74570083618164
small_airport,Powers Airport,US-OR,Powers,6S6,-124.05899810791016,42.869598388671875
small_airport,Stehekin State Airport,US-WA,Stehekin,6S9,-120.72100067138672,48.345699310302734
small_airport,Lesesne Airport,US-SC,Cross,6SC1,-80.22329711914062,33.36920166015625
heliport,Seagate Helistop,US-OH,Toledo,6T2,-83.53130340576172,41.65420150756836
small_airport,Rocking R Ranch Airport,US-TX,Eldorado,6TA0,-100.322998046875,30.85849952697754
heliport,Sky Ranch Heliport,US-TX,Eustace,6TA1,-95.87560272216797,32.36109924316406
small_airport,Rockys Place Airport,US-TX,Leonard,6TA2,-96.36219787597656,33.37220001220703
small_airport,Culp Airport,US-TX,Lawrence,6TA3,-96.7238998413086,32.72140121459961
small_airport,Winn Exploration Co. Inc Airport,US-TX,Eagle Pass,6TA4,-100.40899658203125,28.716899871826172
closed,HHI Hitchcock Heliport,US-TX,Hitchcock,,-95.026603,29.333599
heliport,B & S Warehouse Heliport,US-TX,Houston,6TA6,-95.52220153808594,29.721900939941406
small_airport,Flying K Airport,US-TX,Weatherford,6TA7,-97.77950286865234,32.82849884033203
heliport,Bell Helicopters Auxiliary Heliport,US-TX,Hurst,6TA8,-97.15059661865234,32.79899978637695
small_airport,Los Ebanos Ranch Airport,US-TX,Mathis,6TA9,-98.0447006225586,28.117000579833984
small_airport,Skalitsky Airport,US-TX,Edcouch,6TE0,-97.94940185546875,26.290300369262695
small_airport,Norman & White Airport,US-TX,Edinburg,6TE1,-98.15249633789062,26.361499786376953
small_airport,Zimmerle Airport,US-TX,Abilene,6TE2,-99.597900390625,32.270401000977
small_airport,Hahns Airport,US-TX,Edna,6TE3,-96.54969787597656,28.94890022277832
small_airport,Coldwater Ranch Airport,US-TX,Sunray,,-101.734,36.233398
small_airport,Kubecka Flying Service Inc. Airport,US-TX,Edna,6TE5,-96.62190246582031,28.98080062866211
small_airport,6666 Ranch Airport,US-TX,Guthrie,6TE6,-100.347999573,33.6412010193
small_airport,Mc Neill Ranch Airport,US-TX,Wayside,6TE7,-101.57900238,34.837600708
small_airport,Douglas Flying Service Private Airport,US-TX,Aspermont,6TE8,-100.21700286865234,33.16899871826172
small_airport,Mc Kenzie Field,US-TX,Avinger,6TE9,-94.616897583,32.816799163800006
heliport,Waldens Creek Heliport,US-TN,Pigeon Forge,6TN0,-83.60679626464844,35.790401458740234
small_airport,Weakleys Field,US-TN,Pleasantview,6TN1,-87.0821991,36.40620041
heliport,Hawkins County Memorial Hospital Heliport,US-TN,Rogersville,6TN2,-83.018798828125,36.40039825439453
heliport,Sixty Six Heliport,US-TN,Sevierville,6TN3,-83.5781021118164,35.89590072631836
small_airport,The Aviation Valley Airport,US-TN,Tullahoma,6TN4,-86.29029846191406,35.42190170288086
closed,Decatur County Hospital Heliport,US-TN,Parsons,,-88.122036,35.63631
heliport,Milan General Hospital Heliport,US-TN,Milan,6TN6,-88.75360107421875,35.91279983520508
small_airport,St. Somewhere Airport,US-TN,Grand Junction,6TN7,-89.20500183105469,35.02389907836914
heliport,Valley Regional Heliport,US-TN,Camden,6TN8,-88.10669708251953,36.0547981262207
small_airport,Dripping Springs Farm Airport,US-TN,Burns,6TN9,-87.24720001220703,36.0614013671875
small_airport,True Airport,US-TX,Plainview,6TS0,-101.74046325683594,34.0892219543457
small_airport,Worrell Airport,US-TX,Kempner,6TS1,-98.0730972290039,31.177900314331055
small_airport,Dauenhauer Field Airport,US-TX,Boyd,6TS2,-98.46559906,29.0993995667
closed,Dale Acres Airport,US-TX,Milford,,-96.941902,32.159902
small_airport,Stampede Valley Airport,US-TX,Moffat,6TS4,-97.3906021118164,31.18630027770996
heliport,Eds Administration Nr 1 Heliport,US-TX,Plano,6TS5,-96.814697265625,33.07360076904297
small_airport,Wood Crest Ranch Airport,US-TX,Normangee,6TS6,-96.20159912109375,31.04159927368164
heliport,Johnny Voudouris Heliport,US-TX,Oak Hill,6TS7,-97.91470336914062,30.23270034790039
small_airport,Rabb And Nobra Airport,US-TX,Industry,6TS8,-96.581111,30.003333
heliport,Mcp Heliport,US-TX,Plano,6TS9,-96.76689910888672,33.02370071411133
heliport,Department of Public Safety Heliport,US-TX,Lubbock,6TX0,-101.8479995727539,33.591800689697266
heliport,Action 5 Heliport,US-TX,Fort Worth,6TX1,-97.26699829101562,32.750099182128906
small_airport,Circle M Ranch Airport,US-TX,Frelsburg,6TX2,-96.51439666748047,29.834999084472656
small_airport,Drewery Airport,US-TX,Mc Kinney,6TX3,-96.78359985351562,33.23350143432617
small_airport,Whitfield Airport,US-TX,Kress,6TX4,-101.54399871826172,34.34339904785156
heliport,Baptist St Anthony's Hospital Heliport,US-TX,Amarillo,6TX5,-101.920278,35.195
